account_id,account_name,industry,country,signup_date,referral_source,plan_tier_x,seats_x,is_trial_x,churn_flag_x,subscription_id,start_date,end_date,plan_tier_y,seats_y,mrr_amount,arr_amount,is_trial_y,upgrade_flag,downgrade_flag,churn_flag_y,billing_frequency,auto_renew_flag,churn_event_id,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,feature_events,total_feature_usage,support_ticket_count,Churn
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,18,False,True,S-726749,2024-02-22,,Pro,18,882,10584,False,True,False,False,annual,True,,,,,,,,35,355,3.0,0
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-ce5450,2024-12-25,2024-12-28,Pro,8,0,0,True,False,False,True,annual,True,C-100b97,features,0.0,False,False,False,switched to competitor,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-ce5450,2024-12-25,2024-12-28,Pro,8,0,0,True,False,False,True,annual,True,C-484fba,support,62.66,False,True,False,too expensive,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-f615d2,2024-10-23,,Pro,18,882,10584,False,True,False,False,monthly,True,C-100b97,features,0.0,False,False,False,switched to competitor,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-f615d2,2024-10-23,,Pro,18,882,10584,False,True,False,False,monthly,True,C-484fba,support,62.66,False,True,False,too expensive,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-a346d6,2024-08-31,2024-09-25,Enterprise,19,3781,45372,False,False,False,True,annual,True,C-100b97,features,0.0,False,False,False,switched to competitor,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-a346d6,2024-08-31,2024-09-25,Enterprise,19,3781,45372,False,False,False,True,annual,True,C-484fba,support,62.66,False,True,False,too expensive,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-45baa6,2024-10-08,,Pro,4,196,2352,False,False,False,False,monthly,True,C-100b97,features,0.0,False,False,False,switched to competitor,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-45baa6,2024-10-08,,Pro,4,196,2352,False,False,False,False,monthly,True,C-484fba,support,62.66,False,True,False,too expensive,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-f32440,2024-10-06,,Basic,40,760,9120,False,False,False,False,monthly,True,C-100b97,features,0.0,False,False,False,switched to competitor,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-f32440,2024-10-06,,Basic,40,760,9120,False,False,False,False,monthly,True,C-484fba,support,62.66,False,True,False,too expensive,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-973e8e,2024-09-28,2024-12-16,Enterprise,6,1194,14328,False,False,False,True,annual,True,C-100b97,features,0.0,False,False,False,switched to competitor,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-973e8e,2024-09-28,2024-12-16,Enterprise,6,1194,14328,False,False,False,True,annual,True,C-484fba,support,62.66,False,True,False,too expensive,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-d6106b,2024-10-16,,Basic,6,114,1368,False,False,False,False,monthly,True,C-100b97,features,0.0,False,False,False,switched to competitor,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-d6106b,2024-10-16,,Basic,6,114,1368,False,False,False,False,monthly,True,C-484fba,support,62.66,False,True,False,too expensive,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-22eb3c,2024-12-20,,Basic,60,1140,13680,False,False,False,False,monthly,True,C-100b97,features,0.0,False,False,False,switched to competitor,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-22eb3c,2024-12-20,,Basic,60,1140,13680,False,False,False,False,monthly,True,C-484fba,support,62.66,False,True,False,too expensive,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-3b98b1,2024-10-10,,Enterprise,29,5771,69252,False,False,False,False,monthly,True,C-100b97,features,0.0,False,False,False,switched to competitor,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-3b98b1,2024-10-10,,Enterprise,29,5771,69252,False,False,False,False,monthly,True,C-484fba,support,62.66,False,True,False,too expensive,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-fc7e8e,2024-10-11,,Enterprise,2,398,4776,False,False,False,False,monthly,True,C-100b97,features,0.0,False,False,False,switched to competitor,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-fc7e8e,2024-10-11,,Enterprise,2,398,4776,False,False,False,False,monthly,True,C-484fba,support,62.66,False,True,False,too expensive,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-897d69,2024-12-20,,Pro,55,2695,32340,False,False,False,False,monthly,True,C-100b97,features,0.0,False,False,False,switched to competitor,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-897d69,2024-12-20,,Pro,55,2695,32340,False,False,False,False,monthly,True,C-484fba,support,62.66,False,True,False,too expensive,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-561d54,2024-11-10,,Pro,1,49,588,False,False,False,False,annual,True,C-100b97,features,0.0,False,False,False,switched to competitor,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-561d54,2024-11-10,,Pro,1,49,588,False,False,False,False,annual,True,C-484fba,support,62.66,False,True,False,too expensive,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-04fd47,2024-10-27,,Basic,12,228,2736,False,False,False,False,annual,True,C-100b97,features,0.0,False,False,False,switched to competitor,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-04fd47,2024-10-27,,Basic,12,228,2736,False,False,False,False,annual,True,C-484fba,support,62.66,False,True,False,too expensive,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-b037c5,2024-10-07,,Pro,20,980,11760,False,False,True,False,annual,True,C-100b97,features,0.0,False,False,False,switched to competitor,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-b037c5,2024-10-07,,Pro,20,980,11760,False,False,True,False,annual,True,C-484fba,support,62.66,False,True,False,too expensive,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-9c414f,2024-12-27,,Pro,2,98,1176,False,False,False,False,annual,True,C-100b97,features,0.0,False,False,False,switched to competitor,83,821,3.0,1
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,S-9c414f,2024-12-27,,Pro,2,98,1176,False,False,False,False,annual,True,C-484fba,support,62.66,False,True,False,too expensive,83,821,3.0,1
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-fccc09,2024-12-20,,Pro,24,1176,14112,False,True,False,False,monthly,True,C-109d03,support,0.0,True,False,False,missing features,41,382,2.0,1
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-327a60,2024-05-03,,Basic,47,893,10716,False,False,False,False,annual,True,C-109d03,support,0.0,True,False,False,missing features,41,382,2.0,1
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-e7e4bd,2024-02-15,,Enterprise,24,4776,57312,False,False,False,False,annual,True,C-109d03,support,0.0,True,False,False,missing features,41,382,2.0,1
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-90229f,2024-07-11,,Pro,24,0,0,True,True,False,False,monthly,True,C-109d03,support,0.0,True,False,False,missing features,41,382,2.0,1
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-12ed58,2024-11-14,,Basic,32,608,7296,False,False,False,False,annual,True,C-109d03,support,0.0,True,False,False,missing features,41,382,2.0,1
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-da7f1f,2023-12-04,,Pro,24,1176,14112,False,False,False,False,monthly,False,C-109d03,support,0.0,True,False,False,missing features,41,382,2.0,1
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,S-329803,2024-04-29,,Basic,34,646,7752,False,False,False,False,monthly,False,C-109d03,support,0.0,True,False,False,missing features,41,382,2.0,1
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-e1de58,2024-10-28,,Enterprise,35,6965,83580,False,True,False,False,annual,True,C-2cec7e,budget,0.0,True,False,False,too expensive,58,579,7.0,1
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-6055d4,2024-11-13,,Enterprise,35,0,0,True,False,False,False,monthly,True,C-2cec7e,budget,0.0,True,False,False,too expensive,58,579,7.0,1
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-4bfa1d,2024-12-21,2024-12-30,Pro,35,1715,20580,False,False,False,True,monthly,True,C-2cec7e,budget,0.0,True,False,False,too expensive,58,579,7.0,1
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-c3cb12,2024-11-01,,Enterprise,54,10746,128952,False,False,False,False,annual,False,C-2cec7e,budget,0.0,True,False,False,too expensive,58,579,7.0,1
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-d925e2,2024-12-16,,Pro,35,1715,20580,False,False,False,False,annual,True,C-2cec7e,budget,0.0,True,False,False,too expensive,58,579,7.0,1
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-3cae3d,2024-12-04,,Pro,35,1715,20580,False,False,False,False,annual,False,C-2cec7e,budget,0.0,True,False,False,too expensive,58,579,7.0,1
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-79d1e0,2024-12-31,2024-12-31,Enterprise,109,21691,260292,False,False,False,True,monthly,True,C-2cec7e,budget,0.0,True,False,False,too expensive,58,579,7.0,1
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-16dc40,2024-11-16,,Pro,51,2499,29988,False,True,False,False,monthly,True,C-2cec7e,budget,0.0,True,False,False,too expensive,58,579,7.0,1
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,S-7ac9dd,2024-11-24,,Pro,35,1715,20580,False,False,False,False,annual,False,C-2cec7e,budget,0.0,True,False,False,too expensive,58,579,7.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-86455a,2023-12-01,,Pro,12,588,7056,False,False,False,False,monthly,True,C-bedd8c,unknown,0.0,False,False,False,,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-86455a,2023-12-01,,Pro,12,588,7056,False,False,False,False,monthly,True,C-42ca6e,pricing,0.0,True,False,False,too expensive,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-86455a,2023-12-01,,Pro,12,588,7056,False,False,False,False,monthly,True,C-0b2d8c,unknown,0.0,False,False,False,switched to competitor,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-ee53e8,2024-09-03,,Basic,17,323,3876,False,False,False,False,annual,True,C-bedd8c,unknown,0.0,False,False,False,,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-ee53e8,2024-09-03,,Basic,17,323,3876,False,False,False,False,annual,True,C-42ca6e,pricing,0.0,True,False,False,too expensive,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-ee53e8,2024-09-03,,Basic,17,323,3876,False,False,False,False,annual,True,C-0b2d8c,unknown,0.0,False,False,False,switched to competitor,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-35cf1c,2024-02-17,,Basic,49,931,11172,False,False,False,False,monthly,True,C-bedd8c,unknown,0.0,False,False,False,,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-35cf1c,2024-02-17,,Basic,49,931,11172,False,False,False,False,monthly,True,C-42ca6e,pricing,0.0,True,False,False,too expensive,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-35cf1c,2024-02-17,,Basic,49,931,11172,False,False,False,False,monthly,True,C-0b2d8c,unknown,0.0,False,False,False,switched to competitor,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-ba672b,2024-05-01,,Pro,4,196,2352,False,False,False,False,annual,False,C-bedd8c,unknown,0.0,False,False,False,,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-ba672b,2024-05-01,,Pro,4,196,2352,False,False,False,False,annual,False,C-42ca6e,pricing,0.0,True,False,False,too expensive,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-ba672b,2024-05-01,,Pro,4,196,2352,False,False,False,False,annual,False,C-0b2d8c,unknown,0.0,False,False,False,switched to competitor,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-523cce,2024-08-28,,Enterprise,30,5970,71640,False,False,False,False,monthly,True,C-bedd8c,unknown,0.0,False,False,False,,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-523cce,2024-08-28,,Enterprise,30,5970,71640,False,False,False,False,monthly,True,C-42ca6e,pricing,0.0,True,False,False,too expensive,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-523cce,2024-08-28,,Enterprise,30,5970,71640,False,False,False,False,monthly,True,C-0b2d8c,unknown,0.0,False,False,False,switched to competitor,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-80016a,2024-01-11,,Enterprise,5,995,11940,False,False,False,False,monthly,True,C-bedd8c,unknown,0.0,False,False,False,,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-80016a,2024-01-11,,Enterprise,5,995,11940,False,False,False,False,monthly,True,C-42ca6e,pricing,0.0,True,False,False,too expensive,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-80016a,2024-01-11,,Enterprise,5,995,11940,False,False,False,False,monthly,True,C-0b2d8c,unknown,0.0,False,False,False,switched to competitor,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-4f3f73,2024-08-04,2024-08-12,Pro,4,196,2352,False,False,False,True,annual,True,C-bedd8c,unknown,0.0,False,False,False,,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-4f3f73,2024-08-04,2024-08-12,Pro,4,196,2352,False,False,False,True,annual,True,C-42ca6e,pricing,0.0,True,False,False,too expensive,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-4f3f73,2024-08-04,2024-08-12,Pro,4,196,2352,False,False,False,True,annual,True,C-0b2d8c,unknown,0.0,False,False,False,switched to competitor,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-5d5699,2024-06-16,,Enterprise,35,6965,83580,False,False,False,False,annual,True,C-bedd8c,unknown,0.0,False,False,False,,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-5d5699,2024-06-16,,Enterprise,35,6965,83580,False,False,False,False,annual,True,C-42ca6e,pricing,0.0,True,False,False,too expensive,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-5d5699,2024-06-16,,Enterprise,35,6965,83580,False,False,False,False,annual,True,C-0b2d8c,unknown,0.0,False,False,False,switched to competitor,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-afa7a7,2024-10-03,,Enterprise,25,0,0,True,False,False,False,annual,True,C-bedd8c,unknown,0.0,False,False,False,,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-afa7a7,2024-10-03,,Enterprise,25,0,0,True,False,False,False,annual,True,C-42ca6e,pricing,0.0,True,False,False,too expensive,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-afa7a7,2024-10-03,,Enterprise,25,0,0,True,False,False,False,annual,True,C-0b2d8c,unknown,0.0,False,False,False,switched to competitor,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-34253c,2023-12-02,,Basic,18,342,4104,False,False,False,False,annual,False,C-bedd8c,unknown,0.0,False,False,False,,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-34253c,2023-12-02,,Basic,18,342,4104,False,False,False,False,annual,False,C-42ca6e,pricing,0.0,True,False,False,too expensive,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-34253c,2023-12-02,,Basic,18,342,4104,False,False,False,False,annual,False,C-0b2d8c,unknown,0.0,False,False,False,switched to competitor,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-412125,2024-01-14,,Basic,16,304,3648,False,False,False,False,monthly,True,C-bedd8c,unknown,0.0,False,False,False,,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-412125,2024-01-14,,Basic,16,304,3648,False,False,False,False,monthly,True,C-42ca6e,pricing,0.0,True,False,False,too expensive,47,457,4.0,1
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,S-412125,2024-01-14,,Basic,16,304,3648,False,False,False,False,monthly,True,C-0b2d8c,unknown,0.0,False,False,False,switched to competitor,47,457,4.0,1
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-e97b9f,2024-03-16,,Enterprise,12,2388,28656,False,False,False,False,annual,True,,,,,,,,39,373,6.0,0
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-d26ff6,2024-12-01,,Enterprise,26,5174,62088,False,False,False,False,monthly,True,,,,,,,,39,373,6.0,0
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-665df9,2024-10-28,,Pro,11,539,6468,False,False,False,False,annual,True,,,,,,,,39,373,6.0,0
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-ccf11b,2024-08-02,,Pro,11,539,6468,False,False,False,False,annual,True,,,,,,,,39,373,6.0,0
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-40e528,2024-11-19,,Enterprise,19,0,0,True,False,False,False,annual,True,,,,,,,,39,373,6.0,0
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-461334,2024-05-06,,Basic,11,209,2508,False,False,False,False,annual,True,,,,,,,,39,373,6.0,0
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-97a57b,2024-08-12,,Enterprise,26,5174,62088,False,False,False,False,monthly,True,,,,,,,,39,373,6.0,0
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-f8d0a2,2024-05-15,,Basic,11,209,2508,False,False,False,False,annual,False,,,,,,,,39,373,6.0,0
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-1784ce,2024-09-25,,Pro,49,2401,28812,False,False,False,False,annual,True,,,,,,,,39,373,6.0,0
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-0a28cd,2023-10-08,,Enterprise,21,4179,50148,False,False,False,False,monthly,True,C-1e4b49,features,0.0,False,False,False,switched to competitor,41,382,3.0,1
A-e5d6ab,Company_7,EdTech,US,2023-04-15,partner,Pro,3,False,False,S-0a28cd,2023-10-08,,Enterprise,21,4179,50148,False,False,False,False,monthly,True,C-22f536,competitor,0.0,True,False,False,,41,382,3.0,1
